date,region,population,google_ads_brand_impressions,google_ads_generic_impressions,display_impressions,facebook_impressions,google_ads_brand_cost,google_ads_generic_cost,facebook_cost,display_cost,conversions,GQV_brand,GQV_generic
2024-01-08,Vasternorrland County,241458,40,12,0,0,84.12,0.0,0.0,0.0,0,0.00030840400925212025,4.0113081470059111
2025-02-24,Vasternorrland County,241458,16,59,0,22,1.1,366.02,0.55,0.0,0,0.00010280133641737343,0.43618607041891544
2024-11-11,Vasternorrland County,241458,22,65,0,105,6.38,181.29,7.48,0.0,0,0.00030840400925212025,2.9032125417630428
2024-11-25,Vasternorrland County,241458,8,51,0,706,1.0,168.24,98.85,0.0,0,0.00020560267283474686,2.711436648676433
2024-01-01,Vastmanland County,281158,44,41,0,32,59.96,69.99,2.82,0.0,0,0.00015420200462606013,4.7758930866101261
2023-07-31,Vastmanland County,281158,31,0,1,0,14.76,0.0,0.0,0.09,0,0.00020560267283474686,3.6403495245438191
2024-10-07,Vastmanland County,281158,22,75,0,256,2.52,236.93,25.75,0.0,0,,3.0797224363916733
2024-10-14,Vastmanland County,281158,16,74,0,39,4.86,298.05,4.33,0.0,0,0.00041120534566949372,2.9913132870727321
2023-10-30,Vastmanland County,281158,37,3095,0,0,6.46,41.72,0.0,0.0,0,0.00015420200462606013,3.7216653816499616
2024-07-22,Vastmanland County,281158,12,57,0,0,11.29,250.22,0.0,0.0,0,0.00015420200462606013,2.9291184785402211
2025-01-13,Vastmanland County,281158,15,65,0,0,1.18,188.82,0.0,0.0,0,0.000359804677460807,3.2157286044718583
2023-12-11,Vastmanland County,281158,28,726,0,0,8.06,203.45,0.0,0.0,0,0.00010280133641737343,3.4882035466461065
2024-09-23,Vastmanland County,281158,18,70,0,24,2.1,804.25,3.77,0.0,0,5.1400668208686716e-05,3.050012850167052
2023-12-25,Vastmanland County,281158,46,36,0,0,28.95,47.28,0.0,0.0,0,0.00020560267283474686,3.53775379079928
2023-07-17,Vastmanland County,281158,23,0,0,0,17.69,0.0,0.0,0.0,0,5.1400668208686716e-05,3.5754304805962476
2023-09-18,Vastmanland County,281158,27,0,0,0,20.86,0.0,0.0,0.0,0,0.00010280133641737343,3.9626317142122849
2024-07-01,Vastmanland County,281158,15,54,0,0,2.23,94.26,0.0,0.0,0,0.00030840400925212025,3.6065792855307119
2024-11-04,Vastmanland County,281158,31,99,0,0,9.11,26.39,0.0,0.0,0,0.00015420200462606013,3.2169622205088668
2023-10-23,Vastmanland County,281158,38,0,0,0,15.04,0.0,0.0,0.0,0,0.00010280133641737343,3.9177075301978928
2023-08-07,Vastmanland County,281158,39,0,7,0,55.44,0.0,0.0,0.3,0,0.00020560267283474686,3.9153945001285018
2024-12-23,Vastmanland County,281158,13,75,0,883,1.32,46.32,85.26,0.0,0,5.1400668208686716e-05,3.13189411462349
2024-01-08,Vastmanland County,281158,56,28,0,0,68.6,53.84,0.0,0.0,0,0.00015420200462606013,4.0426111539450016
2023-10-09,Vastmanland County,281158,26,0,0,0,15.5,0.0,0.0,0.0,0,0.00010280133641737343,4.053816499614495
2024-09-09,Vastmanland County,281158,13,78,0,134,9.36,509.39,23.81,0.0,0,0.000359804677460807,3.1587766640966333
2024-02-05,Vastmanland County,281158,22,25,0,0,67.23,60.65,0.0,0.0,0,0.00025700334104343357,3.579028527370856
2023-11-06,Vastmanland County,281158,16,922,0,0,25.83,28.53,0.0,0.0,0,,3.6601901824723719
2025-02-03,Vastmanland County,281158,15,62,0,0,0.87,465.08,0.0,0.0,0,0.00056540735029555382,3.1996401953225391
2025-01-06,Vastmanland County,281158,21,27,0,0,1.71,31.62,0.0,0.0,0,0.00010280133641737343,3.1803649447442819
2023-08-14,Vastmanland County,281158,30,0,5,0,62.97,0.0,0.0,0.27,0,0.00046260601387818041,3.6995630943202262
2024-12-02,Vastmanland County,281158,26,103,0,679,10.96,1179.74,87.31,0.0,0,0.00015420200462606013,3.0311488049344644
2024-08-19,Vastmanland County,281158,14,38,0,51,3.16,87.58,19.53,0.0,0,0.000359804677460807,3.0635312259059369
2024-02-12,Vastmanland County,281158,35,29,0,0,44.45,62.74,0.0,0.0,0,0.00025700334104343357,3.6452325880236445
2025-01-27,Vastmanland County,281158,12,68,0,4,1.32,432.45,0.12,0.0,0,0.00025700334104343357,3.1177589308661013
2023-09-25,Vastmanland County,281158,48,0,0,0,84.38,0.0,0.0,0.0,0,0.000359804677460807,3.8540221022873298
2024-04-22,Vastmanland County,281158,23,0,0,0,27.29,0.0,0.0,0.0,0,5.1400668208686716e-05,3.9531225905936775
2023-07-10,Vastmanland County,281158,25,0,0,0,40.32,0.0,0.0,0.0,0,0.00020560267283474686,3.7293240812130559
2023-09-11,Vastmanland County,281158,38,0,1,0,73.27,0.0,0.0,0.07,0,0.00015420200462606013,4.0839372911847853
2024-11-11,Vastmanland County,281158,12,90,0,127,1.87,185.23,7.73,0.0,0,5.1400668208686716e-05,3.113081470059111
2024-08-05,Vastmanland County,281158,22,77,0,0,86.83,686.64,0.0,0.0,0,0.00015420200462606013,3.0621434078643022
2023-05-08,Vastmanland County,281158,48,0,0,162,39.17,0.0,18.9,0.0,0,0.00025700334104343357,3.9744024672320739
2024-05-20,Vastmanland County,281158,14,0,0,0,3.29,0.0,0.0,0.0,0,0.00015420200462606013,3.63130300693909
2023-04-17,Vastmanland County,281158,37,0,0,276,24.41,0.0,25.31,0.0,0,0.00015420200462606013,3.9768182986378822
2023-05-29,Vastmanland County,281158,48,0,0,1218,37.5,0.0,68.61,0.0,0,0.00015420200462606013,4.0804934464148035
2024-09-02,Vastmanland County,281158,21,80,0,298,4.38,162.44,22.0,0.0,0,0.00051400668208686714,3.0780776150089952
2024-12-09,Vastmanland County,281158,32,137,0,1052,4.3,161.1,92.13,0.0,0,0.00056540735029555382,4.2507838601901824
2023-10-02,Vastmanland County,281158,14,0,0,0,3.89,0.0,0.0,0.0,0,5.1400668208686716e-05,3.8582883577486506
2025-02-24,Vastmanland County,281158,16,67,0,11,0.49,114.96,0.45,0.0,0,5.1400668208686716e-05,0.42056026728347468
2023-12-18,Vastmanland County,281158,16,353,0,0,4.83,47.61,0.0,0.0,0,0.00010280133641737343,3.1301464919043949
2023-07-24,Vastmanland County,281158,37,0,3,0,20.3,0.0,0.0,0.23,0,0.00025700334104343357,3.5579028527370857
2023-07-10,Blekinge County,157223,38,0,0,0,41.8,0.0,0.0,0.0,1,,
2024-03-25,Blekinge County,157223,11,0,0,0,0.46,0.0,0.0,0.0,1,,
2024-12-09,Blekinge County,157223,17,132,0,577,0.76,234.75,29.92,0.0,1,,
2023-05-08,Blekinge County,157223,42,0,0,99,53.28,0.0,8.77,0.0,1,,
2024-01-01,Blekinge County,157223,25,23,0,11,20.18,34.24,0.87,0.0,1,,
2023-05-01,Blekinge County,157223,27,0,0,154,1.73,0.0,11.17,0.0,1,,
2024-04-29,Blekinge County,157223,18,0,0,0,4.63,0.0,0.0,0.0,1,,
2024-12-16,Blekinge County,157223,16,54,0,266,2.02,242.63,35.19,0.0,1,,
2023-04-17,Blekinge County,157223,35,0,0,128,9.48,0.0,16.64,0.0,1,,
2024-06-10,Blekinge County,157223,10,21,0,49,38.55,18.94,4.0,0.0,1,,
2023-08-28,Blekinge County,157223,36,0,2,0,58.83,0.0,0.0,0.05,1,,
2024-05-06,Blekinge County,157223,10,0,0,0,2.28,0.0,0.0,0.0,1,,
2023-10-02,Blekinge County,157223,14,0,0,0,8.89,0.0,0.0,0.0,1,,
2024-11-11,Blekinge County,157223,12,60,0,80,30.34,95.42,4.49,0.0,1,,
2023-09-18,Blekinge County,157223,24,0,0,0,79.27,0.0,0.0,0.0,1,,
2024-07-22,Blekinge County,157223,18,33,0,0,4.56,130.56,0.0,0.0,1,,
2023-11-13,Blekinge County,157223,20,87,0,0,18.91,73.05,0.0,0.0,1,,
2024-05-27,Blekinge County,157223,7,33,0,0,21.74,39.3,0.0,0.0,1,,
2024-09-30,Blekinge County,157223,10,44,0,71,6.14,63.68,15.44,0.0,1,,
2024-01-15,Blekinge County,157223,24,25,0,0,17.0,12.12,0.0,0.0,1,,
2024-04-08,Blekinge County,157223,13,0,0,0,0.63,0.0,0.0,0.0,1,,
2024-07-08,Blekinge County,157223,10,20,0,0,3.66,200.16,0.0,0.0,1,,
2024-04-15,Blekinge County,157223,12,0,0,0,87.43,0.0,0.0,0.0,1,,
2024-08-05,Blekinge County,157223,9,31,0,0,10.18,240.16,0.0,0.0,1,,
2024-11-18,Blekinge County,157223,17,92,0,0,11.57,12.04,0.0,0.0,1,,
2023-04-24,Blekinge County,157223,23,0,0,125,28.65,0.0,11.99,0.0,1,,
2024-01-29,Blekinge County,157223,31,15,0,0,6.56,0.0,0.0,0.0,1,,
2025-01-13,Blekinge County,157223,17,43,0,1,5.95,360.41,0.0,0.0,1,,
2023-09-04,Blekinge County,157223,30,0,7,0,18.24,0.0,0.0,0.58,1,,
2025-02-03,Blekinge County,157223,10,56,0,4,0.93,0.0,0.09,0.0,1,,
2023-10-30,Blekinge County,157223,16,1535,0,0,3.04,16.21,0.0,0.0,1,,
2023-07-03,Blekinge County,157223,22,0,2,0,3.5,0.0,0.0,0.16,1,,
2024-04-01,Blekinge County,157223,26,0,0,0,16.92,0.0,0.0,0.0,1,,
2023-09-11,Blekinge County,157223,35,0,7,0,52.56,0.0,0.0,0.26,1,,
2025-02-17,Blekinge County,157223,35,81,0,46,7.71,314.58,1.18,0.0,1,,
2023-06-05,Blekinge County,157223,33,0,0,141,12.53,0.0,12.21,0.0,1,,
2023-11-20,Blekinge County,157223,19,64,0,0,3.95,8.53,0.0,0.0,1,,
2024-05-13,Blekinge County,157223,13,0,0,0,7.87,0.0,0.0,0.0,1,,
2023-03-06,Blekinge County,157223,36,0,0,161,128.86,0.0,17.78,0.0,1,,
2023-08-07,Blekinge County,157223,35,0,2,0,16.33,0.0,0.0,0.07,1,,
2024-02-19,Blekinge County,157223,21,10,0,0,2.02,30.46,0.0,0.0,1,,
2023-11-20,Dalarna County,286546,51,122,0,0,27.65,125.19,0.0,0.0,1,0.00061680801850424051,4.6619892058596761
2024-09-02,Dalarna County,286546,28,72,0,358,7.94,455.73,31.96,0.0,1,0.00056540735029555382,3.5379079928039063
2023-08-28,Dalarna County,286546,79,0,39,0,116.34,0.0,0.0,1.28,1,0.00061680801850424051,5.0680544847083011
2025-02-17,Dalarna County,286546,29,72,0,29,5.59,605.64,0.99,0.0,1,0.00010280133641737343,4.6717553328193269
2023-09-11,Dalarna County,286546,36,0,22,0,23.1,0.0,0.0,1.52,1,0.000359804677460807,4.7783603186841432
2023-11-27,Dalarna County,286546,46,120,0,0,16.4,29.83,0.0,0.0,1,0.00051400668208686714,4.8950398355178617
2024-02-12,Dalarna County,286546,62,16,0,0,67.21,213.78,0.0,0.0,1,0.00030840400925212025,4.4259059367771778
2023-03-06,Dalarna County,286546,63,0,0,308,20.79,0.0,24.53,0.0,1,0.00046260601387818041,5.8394757131842718
2023-12-18,Dalarna County,286546,36,370,0,0,8.57,140.07,0.0,0.0,1,0.00020560267283474686,4.2557697250064255
2024-11-18,Dalarna County,286546,22,95,0,2,1.22,59.85,0.08,0.0,1,0.00025700334104343357,3.2232331020303264
2023-07-10,Dalarna County,286546,62,0,1,0,43.4,0.0,0.0,0.03,1,0.0010794140323824211,6.8081727062451813
2024-06-03,Dalarna County,286546,34,43,0,0,7.14,330.74,0.0,0.0,1,0.000359804677460807,4.482549473143151
2024-08-26,Dalarna County,286546,34,27,0,45,7.72,144.89,7.21,0.0,1,0.00010280133641737343,3.5892058596761758
2023-10-23,Dalarna County,286546,66,0,0,0,13.88,0.0,0.0,0.0,1,0.00046260601387818041,5.0513492675404779
2024-08-12,Dalarna County,286546,33,37,0,0,21.1,177.43,0.0,0.0,1,0.00010280133641737343,3.9725520431765613
2024-03-25,Dalarna County,286546,49,0,0,0,214.57,0.0,0.0,0.0,1,0.00010280133641737343,5.4275507581598559
2024-07-29,Dalarna County,286546,16,51,0,0,6.83,230.62,0.0,0.0,1,,4.06337702390131
2024-07-08,Dalarna County,286546,25,40,0,0,2.8,250.6,0.0,0.0,1,0.00020560267283474686,4.43325623233102
2023-06-19,Dalarna County,286546,33,0,0,0,15.23,0.0,0.0,0.0,1,0.00025700334104343357,5.9692624004112051
2023-10-09,Dalarna County,286546,75,0,0,0,97.22,0.0,0.0,0.0,1,0.00041120534566949372,5.6068362888717553
2025-01-27,Dalarna County,286546,34,63,0,3,23.11,72.51,0.18,0.0,1,0.00046260601387818041,3.8449241840143924
2024-06-17,Dalarna County,286546,20,55,0,212,96.7,250.35,22.53,0.0,1,0.00015420200462606013,4.5377023901310718
2023-04-17,Dalarna County,286546,63,0,0,334,42.38,0.0,26.28,0.0,1,5.1400668208686716e-05,5.8870727319455156
2025-02-10,Dalarna County,286546,28,46,0,18,5.24,0.0,0.51,0.0,1,0.00046260601387818041,4.3543048059624772
2024-09-30,Dalarna County,286546,36,107,0,130,5.5,392.8,31.91,0.0,1,0.00030840400925212025,3.611616551015163
2024-02-19,Dalarna County,286546,77,17,0,0,197.62,0.0,0.0,0.0,1,0.000719609354921614,4.9502955538422
2023-07-03,Dalarna County,286546,80,0,0,0,61.04,0.0,0.0,0.0,1,0.0010280133641737343,6.5202261629401184
2024-12-16,Dalarna County,286546,25,78,0,521,10.61,1204.61,65.89,0.0,1,0.00041120534566949372,3.7902338730403495
2023-03-27,Dalarna County,286546,68,0,0,327,13.67,0.0,26.72,0.0,1,0.00046260601387818041,5.74520688768954
2024-08-19,Dalarna County,286546,40,31,0,82,22.77,49.45,21.2,0.0,1,0.000359804677460807,3.7058853765098947
2023-06-12,Dalarna County,286546,57,0,0,49,5.62,0.0,2.71,0.0,1,0.00056540735029555382,5.5947571318427141
2023-05-15,Dalarna County,286546,45,1,0,199,104.08,0.12,13.14,0.0,1,0.00025700334104343357,5.78200976612696
2023-05-22,Dalarna County,286546,55,4,0,200,8.98,0.21,19.78,0.0,1,0.00051400668208686714,5.6453353893600617
2023-12-04,Dalarna County,286546,74,174,0,0,90.81,52.24,0.0,0.0,1,0.00020560267283474686,5.2499100488306345
2023-04-03,Dalarna County,286546,92,0,0,314,19.5,0.0,31.16,0.0,1,0.00025700334104343357,5.9332819326651247
2023-10-30,Dalarna County,286546,51,3635,0,0,44.78,32.65,0.0,0.0,1,0.00030840400925212025,4.7737342585453613
2024-10-28,Dalarna County,286546,31,73,0,217,13.1,169.06,19.2,0.0,1,0.00025700334104343357,3.637059881778463
2024-02-26,Gavleborg County,284558,58,8,0,0,394.13,68.92,0.0,0.0,1,0.00077101002313030066,5.1720380364944747
2024-09-30,Gavleborg County,284558,38,166,0,138,15.19,971.39,26.25,0.0,1,0.00046260601387818041,5.0745823695708046
2023-04-03,Gavleborg County,284558,60,0,0,364,51.96,0.0,28.01,0.0,1,0.00030840400925212025,4.4254433307633
2024-08-12,Gavleborg County,284558,37,77,0,0,11.46,540.77,0.0,0.0,1,0.000359804677460807,5.0780776150089952
2024-04-08,Gavleborg County,284558,29,0,0,0,17.64,0.0,0.0,0.0,1,0.00025700334104343357,4.5304034952454382
2024-06-17,Gavleborg County,284558,14,112,0,169,14.53,217.24,23.74,0.0,1,0.00051400668208686714,4.4127473657157541
2023-03-27,Gavleborg County,284558,53,0,0,257,25.98,0.0,19.16,0.0,1,0.00051400668208686714,4.44420457465947
2024-12-02,Gavleborg County,284558,36,170,0,762,10.77,1061.54,93.84,0.0,1,0.00020560267283474686,4.5387304034952454
2024-02-19,Gavleborg County,284558,68,21,0,0,347.68,101.23,0.0,0.0,1,0.00056540735029555382,5.3378051914674893
2023-07-31,Gavleborg County,284558,59,0,0,0,56.96,0.0,0.0,0.0,1,0.0021588280647648421,4.9917758930866105
2023-06-19,Gavleborg County,284558,49,0,0,0,58.6,0.0,0.0,0.0,1,0.0006682086867129273,4.2503212541763045
2023-07-17,Gavleborg County,284558,91,0,5,0,123.95,0.0,0.0,0.22,1,0.0015420200462606013,4.9597532767925987
2024-08-26,Gavleborg County,284558,34,73,0,43,5.19,35.6,7.04,0.0,1,0.000719609354921614,4.986944230274994
2023-05-01,Gavleborg County,284558,39,0,0,285,64.02,0.0,16.28,0.0,1,0.00092521202775636081,4.4953482395271136
2023-09-25,Gavleborg County,284558,66,0,0,0,51.34,0.0,0.0,0.0,1,0.00077101002313030066,4.7617579028527368
2023-11-20,Gavleborg County,284558,33,187,0,0,9.22,71.1,0.0,0.0,1,0.00030840400925212025,4.348033924441018
2023-08-07,Gavleborg County,284558,81,0,1,0,74.58,0.0,0.0,0.03,1,0.001233616037008481,5.3699820097661268
2024-02-05,Gavleborg County,284558,65,35,0,0,64.39,50.62,0.0,0.0,1,0.00077101002313030066,4.7347211513749681
2024-06-10,Gavleborg County,284558,30,80,0,62,22.09,306.46,7.96,0.0,1,0.00041120534566949372,4.1788229246980206
2023-04-24,Gavleborg County,284558,52,0,0,288,278.89,0.0,25.95,0.0,1,0.00030840400925212025,4.53307632999229
2023-11-06,Gavleborg County,284558,61,1202,0,0,31.68,53.49,0.0,0.0,1,0.00061680801850424051,4.3204831662811616
2023-07-03,Gavleborg County,284558,50,0,0,0,303.84,0.0,0.0,0.0,1,0.00082241069133898745,4.83757388846055
2024-06-24,Gavleborg County,284558,45,97,0,0,16.46,420.6,0.0,0.0,1,0.00030840400925212025,4.9096890259573378
2023-10-23,Gavleborg County,284558,57,0,0,0,157.79,0.0,0.0,0.0,1,0.0010794140323824211,4.4994088923156
2024-10-07,Gavleborg County,284558,37,119,0,295,10.24,223.88,39.4,0.0,1,0.0010280133641737343,4.7017219223849906
2023-10-16,Gavleborg County,284558,48,0,0,0,65.29,0.0,0.0,0.0,1,0.00077101002313030066,4.48296067848882
2024-11-18,Gavleborg County,284558,42,158,0,0,40.78,379.83,0.0,0.0,1,0.000359804677460807,4.7356977640709328
2023-10-02,Gavleborg County,284558,30,0,0,0,37.17,0.0,0.0,0.0,1,0.0010794140323824211,4.6143407864302235
2024-12-09,Gavleborg County,284558,56,197,0,1142,15.27,1180.4,77.96,0.0,1,0.000719609354921614,6.4381392958108457
2023-05-08,Gavleborg County,284558,53,0,0,197,69.43,0.0,12.07,0.0,1,0.00046260601387818041,4.434181444358777
2024-07-01,Gavleborg County,284558,29,48,0,0,5.01,149.94,0.0,0.0,1,0.00056540735029555382,5.2392701105114368
2025-02-10,Gavleborg County,284558,63,69,0,4,14.76,76.61,0.17,0.0,1,0.00046260601387818041,4.8753019789257257
2024-01-29,Gavleborg County,284558,51,31,0,0,63.07,10.9,0.0,0.0,1,0.00041120534566949372,4.8829092778206116
2025-02-17,Gavleborg County,284558,38,122,0,25,5.63,97.13,0.68,0.0,1,0.00030840400925212025,4.7634027242354149
2023-06-26,Gavleborg County,284558,39,0,0,0,17.57,0.0,0.0,0.0,1,0.00041120534566949372,4.683937291184785
2024-09-02,Gavleborg County,284558,47,121,0,401,12.67,4.45,32.41,0.0,1,0.0006682086867129273,4.6471858134155744
2023-05-22,Gavleborg County,284558,45,0,0,236,10.92,0.0,26.95,0.0,1,0.00077101002313030066,4.4897969673605758
2024-09-16,Gavleborg County,284558,40,95,0,166,6.78,156.29,31.64,0.0,1,0.00087381135954767413,4.5341043433564634
2023-03-20,Gavleborg County,284558,51,0,0,273,65.61,0.0,24.5,0.0,1,0.00051400668208686714,4.2210742739655611
2024-01-08,Gavleborg County,284558,45,18,0,0,61.25,37.95,0.0,0.0,1,0.00041120534566949372,4.6399897198663584
2024-03-04,Gavleborg County,284558,64,0,0,0,72.01,0.0,0.0,0.0,1,0.00030840400925212025,4.3427910562837315
2024-04-29,Gavleborg County,284558,33,0,0,0,12.73,0.0,0.0,0.0,1,0.00051400668208686714,4.6300179902338732
2024-05-13,Gavleborg County,284558,16,0,0,0,0.71,0.0,0.0,0.0,1,0.00015420200462606013,4.535954767411976
2024-08-05,Gavleborg County,284558,33,131,0,0,28.14,325.03,0.0,0.0,1,0.00030840400925212025,5.4229246980210739
2025-02-24,Gotland County,60971,6,14,0,6,0.57,0.0,0.13,0.0,1,,
2023-09-04,Gotland County,60971,5,0,0,0,0.86,0.0,0.0,0.0,1,,
2023-10-09,Gotland County,60971,5,0,0,0,0.0,0.0,0.0,0.0,1,,
2024-07-08,Gotland County,60971,4,13,0,0,0.22,252.54,0.0,0.0,1,,
2024-01-08,Gotland County,60971,11,19,0,0,0.28,6.22,0.0,0.0,1,,
2023-08-14,Gotland County,60971,10,0,0,0,3.11,0.0,0.0,0.0,1,,
2025-02-03,Gotland County,60971,11,17,0,0,4.12,65.02,0.0,0.0,1,,
2024-02-05,Gotland County,60971,4,3,0,0,16.75,14.22,0.0,0.0,1,,
2024-10-28,Gotland County,60971,5,11,0,56,0.36,0.0,5.22,0.0,1,,
2023-03-13,Gotland County,60971,15,0,0,96,7.96,0.0,7.71,0.0,1,,
2023-08-21,Gotland County,60971,9,0,0,0,15.83,0.0,0.0,0.0,1,,
2024-09-16,Gotland County,60971,2,16,0,27,0.0,0.0,7.05,0.0,1,,
2024-01-01,Gotland County,60971,5,10,0,6,23.68,9.58,0.67,0.0,1,,
2024-08-26,Gotland County,60971,4,3,0,7,0.62,0.0,1.16,0.0,1,,
2024-01-29,Gotland County,60971,6,0,0,0,0.14,0.0,0.0,0.0,1,,
2024-03-11,Gotland County,60971,7,0,0,0,3.29,0.0,0.0,0.0,1,,
2024-09-02,Gotland County,60971,7,16,0,61,1.16,0.0,5.93,0.0,1,,
2023-12-18,Gotland County,60971,9,59,0,0,14.08,3.42,0.0,0.0,1,,
2024-05-20,Gotland County,60971,3,0,0,0,14.73,0.0,0.0,0.0,1,,
2024-09-23,Gotland County,60971,5,17,0,3,0.46,0.0,0.44,0.0,1,,
2023-04-03,Gotland County,60971,10,0,0,49,45.61,0.0,5.58,0.0,1,,
2025-02-17,Gotland County,60971,9,24,0,2,0.45,18.92,0.06,0.0,1,,
2025-01-20,Gotland County,60971,6,7,0,0,0.42,0.0,0.0,0.0,1,,
2024-03-18,Gotland County,60971,4,0,0,0,1.27,0.0,0.0,0.0,1,,
2023-07-17,Gotland County,60971,9,0,0,0,49.96,0.0,0.0,0.0,1,,
2023-07-24,Halland County,345074,252,605,96386,138357,88.35,1057.71,5474.44,6119.57,1,0.0021074273965561554,6.1075815985607811
2024-07-15,Halland County,345074,70,196,2,11407,125.85,621.96,306.41,0.06,1,0.0010280133641737343,4.9157029041377536
2024-01-01,Halland County,345074,333,421,36028,227190,294.59,1432.96,11727.61,902.58,1,0.0025700334104343356,6.0211770753019787
2024-07-22,Halland County,345074,120,122,1,10477,21.39,653.94,226.79,0.02,1,0.00087381135954767413,4.6327936263171425
2025-01-06,Halland County,345074,127,252,1493,0,42.44,629.59,0.0,76.33,1,0.0020046260601387818,4.121511179645335
2023-08-21,Jamtland County,132839,19,0,0,0,13.28,0.0,0.0,0.0,1,,
2024-10-07,Jamtland County,132839,12,35,0,150,0.51,600.19,17.64,0.0,1,,
2024-10-21,Jamtland County,132839,11,33,0,330,1.99,78.28,39.22,0.0,1,,
2023-08-28,Jamtland County,132839,18,0,6,0,6.84,0.0,0.0,0.15,1,,
2023-11-06,Jamtland County,132839,19,414,0,0,7.8,3.33,0.0,0.0,1,,
2024-09-09,Jamtland County,132839,9,23,0,87,3.02,417.17,15.41,0.0,1,,
2024-06-03,Jamtland County,132839,7,15,0,0,0.07,91.86,0.0,0.0,1,,
2023-06-05,Jamtland County,132839,10,0,0,64,10.09,0.0,10.53,0.0,1,,
2023-03-20,Jamtland County,132839,20,0,0,146,98.04,0.0,14.02,0.0,1,,
2024-05-27,Jamtland County,132839,8,6,0,0,3.24,0.0,0.0,0.0,1,,
2024-01-22,Jamtland County,132839,13,15,0,0,4.77,0.0,0.0,0.0,1,,
2023-10-09,Jamtland County,132839,17,0,0,0,23.49,0.0,0.0,0.0,1,,
2024-10-14,Jamtland County,132839,10,29,0,16,1.01,0.0,1.62,0.0,1,,
2024-09-02,Jamtland County,132839,11,23,0,133,0.95,20.78,13.9,0.0,1,,
2025-02-10,Jamtland County,132839,18,31,0,0,22.11,74.4,0.0,0.0,1,,
2023-12-18,Jamtland County,132839,20,135,0,0,4.89,7.71,0.0,0.0,1,,
2024-04-22,Jamtland County,132839,6,0,0,0,0.27,0.0,0.0,0.0,1,,
2024-05-06,Jamtland County,132839,11,0,0,0,0.56,0.0,0.0,0.0,1,,
2023-06-12,Jamtland County,132839,14,0,0,23,10.26,0.0,2.7,0.0,1,,
2023-05-08,Jamtland County,132839,13,0,0,152,8.49,0.0,11.38,0.0,1,,
2023-11-13,Jamtland County,132839,13,60,0,0,2.99,77.23,0.0,0.0,1,,
2024-12-02,Jamtland County,132839,12,23,0,258,0.5,20.63,30.38,0.0,1,,
2023-04-17,Jamtland County,132839,24,0,0,74,35.61,0.0,5.19,0.0,1,,
2023-10-30,Jamtland County,132839,21,1088,0,0,4.44,15.71,0.0,0.0,1,,
2024-11-11,Jamtland County,132839,5,19,0,49,0.31,0.0,2.96,0.0,1,,
2024-11-18,Jamtland County,132839,1,26,0,0,0.01,0.0,0.0,0.0,1,,
2025-02-17,Jamtland County,132839,10,34,0,20,4.42,93.1,0.41,0.0,1,,
2024-08-05,Jamtland County,132839,13,17,0,0,13.65,56.27,0.0,0.0,1,,
2025-02-24,Jamtland County,132839,4,19,0,13,0.08,0.0,0.55,0.0,1,,
2023-09-11,Jamtland County,132839,6,0,2,0,0.21,0.0,0.0,0.14,1,,
2024-12-09,Jamtland County,132839,9,24,0,477,0.57,0.0,26.66,0.0,1,,
2024-09-30,Jamtland County,132839,12,32,0,59,0.96,17.26,15.65,0.0,1,,
2025-01-13,Jamtland County,132839,9,27,0,1,4.57,158.01,0.06,0.0,1,,
2023-03-06,Jamtland County,132839,31,0,0,111,11.74,0.0,8.97,0.0,1,,
2023-07-03,Jamtland County,132839,23,0,0,0,57.4,0.0,0.0,0.0,1,,
2023-12-25,Jamtland County,132839,20,18,0,0,0.63,63.49,0.0,0.0,1,,
2023-10-23,Jamtland County,132839,17,0,0,0,1.9,0.0,0.0,0.0,1,,
2023-04-24,Jamtland County,132839,9,0,0,89,6.46,0.0,6.57,0.0,1,,
2023-07-24,Jamtland County,132839,25,0,3,0,9.53,0.0,0.0,0.15,1,,
2023-08-07,Jamtland County,132839,23,0,3,0,10.3,0.0,0.0,0.11,1,,
2023-03-13,Jamtland County,132839,23,0,0,148,1.2,0.0,8.35,0.0,1,,
2023-06-26,Jonkoping County,370009,92,138,7,18,52.15,344.47,0.53,0.16,1,0.000719609354921614,5.61177075301979
2023-11-20,Jonkoping County,370009,66,379,83,4,119.73,424.43,0.44,5.7,1,0.00061680801850424051,5.0599845797995373
2023-03-27,Jonkoping County,370009,83,1493,0,432,109.64,1612.82,40.78,0.0,1,0.0013364173734258546,5.5782575173477253
2023-05-15,Jonkoping County,370009,83,200,0,412,91.8,84.17,40.94,0.0,1,0.00082241069133898745,5.7902852737085579
2023-08-07,Jonkoping County,370009,88,290,425,4,87.51,232.63,0.2,28.63,1,0.00082241069133898745,5.8934978154716013
2025-01-13,Jonkoping County,370009,32,98,0,8,3.33,294.11,0.47,0.0,1,0.00030840400925212025,4.4287843741968649
2023-09-18,Jonkoping County,370009,84,292,354,6,96.69,205.32,0.36,24.34,1,0.00077101002313030066,5.5606270881521462
2023-05-08,Jonkoping County,370009,87,117,0,423,52.82,58.59,43.38,0.0,1,0.0011822153687997944,5.4874325366229764
2023-03-20,Jonkoping County,370009,66,1692,0,461,20.45,2028.82,47.48,0.0,1,0.00041120534566949372,6.0509380621948088
2024-01-15,Jonkoping County,370009,78,294,0,0,165.38,532.38,0.0,0.0,1,0.000359804677460807,5.2230789000257
