date,region,population,google_ads_brand_impressions,google_ads_generic_impressions,display_impressions,facebook_impressions,google_ads_brand_cost,google_ads_generic_cost,facebook_cost,display_cost,conversions
2023-03-06,Vastra Gotaland County,1772821,9660,13966,366724,220944,7727.59,28708.95,24089.01,7158.54,20
2023-03-06,Vastmanland County,281158,46,0,0,238,1.9,0.0,18.52,0.0,1
2023-03-06,Vasternorrland County,241458,54,0,0,262,32.75,0.0,21.32,0.0,1
2023-03-06,Vasterbotten County,281138,59,0,0,265,43.36,0.0,21.75,0.0,1
2023-03-06,Varmland County,283384,98,1111,0,490,26.49,898.06,46.55,0.0,0
2023-03-06,Uppsala County,407912,59,0,0,468,54.59,0.0,41.99,0.0,4
2023-03-06,Stockholm County,2473307,911,0,0,2340,561.38,0.0,236.57,0.0,7
2023-03-06,Sodermanland County,301542,46,0,0,285,59.69,0.0,33.49,0.0,3
2023-03-06,Skane County,1428626,464,0,0,1809,164.23,0.0,157.66,0.0,5
2023-03-06,Ostergotland County,472446,104,1490,0,562,84.87,1585.24,51.17,0.0,1
2023-03-06,Orebro County,308375,95,956,0,444,51.86,525.78,41.95,0.0,2
2023-03-06,Norrbotten County,248620,32,0,0,247,107.72,0.0,19.27,0.0,0
2023-03-06,Kronoberg County,203351,83,0,0,260,24.05,0.0,18.55,0.0,2
2023-03-06,Kalmar County,246352,60,0,0,370,15.53,0.0,38.1,0.0,0
2023-03-06,Jonkoping County,370009,88,1427,0,607,399.92,1243.32,46.65,0.0,1
2023-03-06,Jamtland County,132839,31,0,0,111,11.74,0.0,8.97,0.0,1
2023-03-06,Halland County,345074,350,1565,197169,143929,104.14,1500.2,14901.6,5348.45,2
2023-03-06,Gotland County,60971,14,0,0,84,4.85,0.0,6.91,0.0,0
2023-03-06,Gavleborg County,284558,83,0,0,395,32.11,0.0,29.29,0.0,0
2023-03-06,Dalarna County,286546,63,0,0,308,20.79,0.0,24.53,0.0,1
2023-03-06,Blekinge County,157223,36,0,0,161,128.86,0.0,17.78,0.0,1
2023-03-13,Vastra Gotaland County,1772821,8338,15028,313916,177859,7886.6,36242.61,18870.82,6786.16,18
2023-03-13,Vastmanland County,281158,41,0,0,260,33.28,0.0,20.46,0.0,2
2023-03-13,Vasternorrland County,241458,34,0,0,275,9.18,0.0,20.3,0.0,1
2023-03-13,Vasterbotten County,281138,39,0,0,340,42.77,0.0,27.85,0.0,0
2023-03-13,Varmland County,283384,70,1293,0,568,46.13,1902.44,48.53,0.0,1
2023-03-13,Uppsala County,407912,55,0,0,425,72.9,0.0,35.87,0.0,2
2023-03-13,Stockholm County,2473307,837,0,0,2474,936.44,0.0,259.8,0.0,5
2023-03-13,Sodermanland County,301542,59,0,0,334,105.2,0.0,43.64,0.0,0
2023-03-13,Skane County,1428626,326,0,0,1845,527.99,0.0,165.62,0.0,8
2023-03-13,Ostergotland County,472446,70,1650,0,457,15.04,1694.21,42.44,0.0,2
2023-03-13,Orebro County,308375,69,1154,0,504,125.85,1416.22,52.26,0.0,3
2023-03-13,Norrbotten County,248620,22,0,0,322,6.7,0.0,25.49,0.0,1
2023-03-13,Kronoberg County,203351,62,0,0,345,66.09,0.0,25.82,0.0,1
2023-03-13,Kalmar County,246352,55,0,0,252,27.32,0.0,22.67,0.0,0
2023-03-13,Jonkoping County,370009,93,1765,0,507,286.76,2188.14,36.48,0.0,2
2023-03-13,Jamtland County,132839,23,0,0,148,1.2,0.0,8.35,0.0,1
2023-03-13,Halland County,345074,235,1652,185231,128696,66.06,2260.04,12876.35,4965.74,6
2023-03-13,Gotland County,60971,15,0,0,96,7.96,0.0,7.71,0.0,1
2023-03-13,Gavleborg County,284558,52,0,0,386,100.71,0.0,26.76,0.0,3
2023-03-13,Dalarna County,286546,55,0,0,364,14.83,0.0,27.81,0.0,3
2023-03-13,Blekinge County,157223,43,0,0,223,17.77,0.0,27.6,0.0,0
2023-03-20,Vastra Gotaland County,1772821,7479,13021,297886,164710,8413.27,30670.1,19414.38,6497.26,16
2023-03-20,Vastmanland County,281158,51,0,0,263,205.6,0.0,24.43,0.0,1
2023-03-20,Vasternorrland County,241458,20,0,0,231,1.89,0.0,19.31,0.0,2
2023-03-20,Vasterbotten County,281138,22,0,0,326,47.62,0.0,28.53,0.0,1
2023-03-20,Varmland County,283384,53,1177,0,453,60.55,1070.49,40.01,0.0,2
2023-03-20,Uppsala County,407912,80,0,0,439,298.17,0.0,42.98,0.0,3
2023-03-20,Stockholm County,2473307,794,0,0,2246,1055.52,0.0,245.09,0.0,7
2023-03-20,Sodermanland County,301542,32,0,0,303,1.22,0.0,30.18,0.0,3
2023-03-20,Skane County,1428626,310,0,0,1720,294.5,0.0,179.59,0.0,9
2023-03-20,Ostergotland County,472446,76,1559,0,452,16.54,2167.15,36.74,0.0,2
2023-03-20,Orebro County,308375,53,1086,0,388,11.87,1128.79,43.66,0.0,2
2023-03-20,Norrbotten County,248620,30,0,0,267,30.4,0.0,23.29,0.0,0
2023-03-20,Kronoberg County,203351,44,0,0,192,36.27,0.0,14.16,0.0,2
2023-03-20,Kalmar County,246352,60,0,0,196,230.91,0.0,35.14,0.0,1
2023-03-20,Jonkoping County,370009,66,1692,0,461,20.45,2028.82,47.48,0.0,1
2023-03-20,Jamtland County,132839,20,0,0,146,98.04,0.0,14.02,0.0,1
2023-03-20,Halland County,345074,256,1533,154476,122136,187.18,2511.34,13300.0,4361.42,2
2023-03-20,Gotland County,60971,7,0,0,65,0.96,0.0,3.96,0.0,0
2023-03-20,Gavleborg County,284558,51,0,0,273,65.61,0.0,24.5,0.0,1
2023-03-20,Dalarna County,286546,36,0,0,301,28.65,0.0,24.76,0.0,2
2023-03-20,Blekinge County,157223,26,0,0,224,1.45,0.0,21.16,0.0,0
2023-03-27,Vastra Gotaland County,1772821,9217,13116,258315,195891,7063.78,37579.3,20980.17,6867.97,22
2023-03-27,Vastmanland County,281158,55,0,0,295,16.92,0.0,45.58,0.0,2
2023-03-27,Vasternorrland County,241458,33,0,0,229,12.23,0.0,21.12,0.0,1
2023-03-27,Vasterbotten County,281138,44,0,0,288,236.2,0.0,23.71,0.0,0
2023-03-27,Varmland County,283384,89,1225,0,396,20.33,1147.12,31.71,0.0,2
2023-03-27,Uppsala County,407912,60,0,0,343,11.91,0.0,28.56,0.0,1
2023-03-27,Stockholm County,2473307,824,0,0,2009,737.11,0.0,192.67,0.0,4
2023-03-27,Sodermanland County,301542,43,0,0,300,15.57,0.0,30.02,0.0,1
2023-03-27,Skane County,1428626,359,0,0,1681,331.85,0.0,149.39,0.0,9
2023-03-27,Ostergotland County,472446,84,1492,0,455,20.45,1293.86,42.64,0.0,0
2023-03-27,Orebro County,308375,78,1018,0,396,48.93,1099.91,44.04,0.0,2
2023-03-27,Norrbotten County,248620,23,0,0,197,3.08,0.0,12.66,0.0,0
2023-03-27,Kronoberg County,203351,36,0,0,220,16.42,0.0,22.76,0.0,0
2023-03-27,Kalmar County,246352,43,0,0,216,27.6,0.0,20.84,0.0,0
2023-03-27,Jonkoping County,370009,83,1493,0,432,109.64,1612.82,40.78,0.0,1
2023-03-27,Jamtland County,132839,22,0,0,106,106.85,0.0,11.54,0.0,0
2023-03-27,Halland County,345074,230,1649,146301,132313,205.74,2802.79,13756.77,4666.89,4
2023-03-27,Gotland County,60971,8,0,0,55,5.03,0.0,2.12,0.0,0
2023-03-27,Gavleborg County,284558,53,0,0,257,25.98,0.0,19.16,0.0,1
2023-03-27,Dalarna County,286546,68,0,0,327,13.67,0.0,26.72,0.0,1
2023-03-27,Blekinge County,157223,22,0,0,172,11.5,0.0,13.96,0.0,0
2023-04-03,Vastra Gotaland County,1772821,7839,12288,482164,204578,6520.48,32872.44,20733.81,10496.06,22
2023-04-03,Vastmanland County,281158,46,0,0,224,11.73,0.0,17.39,0.0,1
2023-04-03,Vasternorrland County,241458,38,0,0,222,25.14,0.0,19.21,0.0,1
2023-04-03,Vasterbotten County,281138,32,0,0,286,225.6,0.0,30.69,0.0,0
2023-04-03,Varmland County,283384,83,1023,0,454,18.43,1281.7,38.16,0.0,1
2023-04-03,Uppsala County,407912,52,0,0,352,21.81,0.0,33.72,0.0,1
2023-04-03,Stockholm County,2473307,789,0,0,2094,766.76,0.0,215.06,0.0,8
2023-04-03,Sodermanland County,301542,48,0,0,292,8.84,0.0,32.0,0.0,0
2023-04-03,Skane County,1428626,371,0,0,1589,204.36,0.0,156.04,0.0,7
2023-04-03,Ostergotland County,472446,105,1269,0,440,28.04,1187.07,40.71,0.0,0
2023-04-03,Orebro County,308375,75,924,0,377,47.27,888.88,45.75,0.0,2
2023-04-03,Norrbotten County,248620,20,0,0,193,62.11,0.0,18.26,0.0,1
2023-04-03,Kronoberg County,203351,56,0,0,276,17.67,0.0,22.73,0.0,2
2023-04-03,Kalmar County,246352,78,0,0,261,50.53,0.0,25.84,0.0,0
2023-04-03,Jonkoping County,370009,88,1232,0,520,34.12,1301.41,48.17,0.0,3
2023-04-03,Jamtland County,132839,15,0,0,106,3.81,0.0,8.95,0.0,0
2023-04-03,Halland County,345074,295,1465,259755,134569,231.31,2611.08,13087.69,7745.03,3
2023-04-03,Gotland County,60971,10,0,0,49,45.61,0.0,5.58,0.0,1
2023-04-03,Gavleborg County,284558,60,0,0,364,51.96,0.0,28.01,0.0,1
2023-04-03,Dalarna County,286546,92,0,0,314,19.5,0.0,31.16,0.0,1
2023-04-03,Blekinge County,157223,44,0,0,240,39.88,0.0,22.89,0.0,2
2023-04-10,Vastra Gotaland County,1772821,6624,11480,557206,181924,10565.37,33800.56,18325.7,10178.03,19
2023-04-10,Vastmanland County,281158,36,0,0,255,19.12,0.0,31.8,0.0,1
2023-04-10,Vasternorrland County,241458,44,0,0,264,14.38,0.0,18.72,0.0,0
2023-04-10,Vasterbotten County,281138,42,0,0,302,59.61,0.0,23.04,0.0,0
2023-04-10,Varmland County,283384,71,1084,0,469,135.97,1584.66,43.44,0.0,0
2023-04-10,Uppsala County,407912,54,0,0,386,44.83,0.0,39.17,0.0,3
2023-04-10,Stockholm County,2473307,702,0,0,2289,845.84,0.0,246.34,0.0,1
2023-04-10,Sodermanland County,301542,53,0,0,352,163.01,0.0,36.89,0.0,1
2023-04-10,Skane County,1428626,332,0,0,1846,224.2,0.0,160.85,0.0,3
2023-04-10,Ostergotland County,472446,90,1334,0,473,114.38,1616.22,45.8,0.0,0
2023-04-10,Orebro County,308375,57,877,0,425,122.91,1695.6,50.27,0.0,2
2023-04-10,Norrbotten County,248620,23,0,0,241,42.27,0.0,15.78,0.0,0
2023-04-10,Kronoberg County,203351,60,0,0,293,102.79,0.0,25.7,0.0,1
2023-04-10,Kalmar County,246352,78,0,0,275,39.9,0.0,27.24,0.0,2
2023-04-10,Jonkoping County,370009,97,1187,0,512,335.69,1110.98,42.17,0.0,1
2023-04-10,Jamtland County,132839,17,0,0,89,123.43,0.0,7.39,0.0,2
2023-04-10,Halland County,345074,248,1274,279406,146683,206.93,2624.94,13192.86,7294.59,2
2023-04-10,Gotland County,60971,5,0,0,72,0.14,0.0,6.82,0.0,0
2023-04-10,Gavleborg County,284558,52,0,0,386,65.02,0.0,27.41,0.0,3
2023-04-10,Dalarna County,286546,68,0,0,379,21.06,0.0,32.3,0.0,0
2023-04-10,Blekinge County,157223,38,0,0,184,165.92,0.0,15.57,0.0,2
2023-04-17,Vastra Gotaland County,1772821,8775,7530,503763,158878,8981.41,16404.71,17419.62,9402.49,19
2023-04-17,Vastmanland County,281158,37,0,0,276,24.41,0.0,25.31,0.0,0
2023-04-17,Vasternorrland County,241458,43,0,0,327,31.46,0.0,30.57,0.0,1
2023-04-17,Vasterbotten County,281138,40,0,0,270,19.58,0.0,23.62,0.0,2
2023-04-17,Varmland County,283384,70,584,0,411,26.56,471.77,33.89,0.0,1
2023-04-17,Uppsala County,407912,80,0,0,416,23.51,0.0,32.37,0.0,1
2023-04-17,Stockholm County,2473307,868,0,0,2293,516.97,0.0,272.21,0.0,9
2023-04-17,Sodermanland County,301542,46,0,0,308,16.44,0.0,45.48,0.0,0
2023-04-17,Skane County,1428626,345,0,0,1707,440.74,0.0,166.33,0.0,3
2023-04-17,Ostergotland County,472446,69,718,0,424,80.64,492.1,40.6,0.0,0
2023-04-17,Orebro County,308375,64,480,0,349,82.47,406.11,54.54,0.0,1
2023-04-17,Norrbotten County,248620,26,0,0,256,11.24,0.0,20.3,0.0,0
2023-04-17,Kronoberg County,203351,59,0,0,284,59.38,0.0,18.7,0.0,2
2023-04-17,Kalmar County,246352,63,0,0,198,20.55,0.0,23.08,0.0,1
2023-04-17,Jonkoping County,370009,81,784,0,426,26.15,481.67,45.92,0.0,1
2023-04-17,Jamtland County,132839,24,0,0,74,35.61,0.0,5.19,0.0,1
2023-04-17,Halland County,345074,265,946,245175,113601,77.21,1461.89,12509.54,6639.96,4
2023-04-17,Gotland County,60971,2,0,0,50,1.57,0.0,3.6,0.0,0
2023-04-17,Gavleborg County,284558,61,0,0,296,32.9,0.0,22.85,0.0,0
2023-04-17,Dalarna County,286546,63,0,0,334,42.38,0.0,26.28,0.0,1
2023-04-17,Blekinge County,157223,35,0,0,128,9.48,0.0,16.64,0.0,1
2023-04-24,Vastra Gotaland County,1772821,9235,7047,401472,99098,8509.1,15737.41,11031.9,7829.73,23
2023-04-24,Vastmanland County,281158,35,0,0,205,13.67,0.0,18.77,0.0,1
2023-04-24,Vasternorrland County,241458,30,0,0,211,19.37,0.0,17.18,0.0,2
2023-04-24,Vasterbotten County,281138,40,0,0,191,58.76,0.0,12.77,0.0,0
2023-04-24,Varmland County,283384,78,510,0,388,92.86,265.92,34.44,0.0,0
2023-04-24,Uppsala County,407912,58,0,0,469,18.53,0.0,48.08,0.0,2
2023-04-24,Stockholm County,2473307,1009,0,0,2117,720.79,0.0,200.14,0.0,6
2023-04-24,Sodermanland County,301542,41,0,0,263,27.65,0.0,25.35,0.0,0
2023-04-24,Skane County,1428626,397,0,0,1417,403.73,0.0,114.63,0.0,12
2023-04-24,Ostergotland County,472446,87,582,0,377,35.62,369.36,28.71,0.0,3
2023-04-24,Orebro County,308375,67,445,0,320,74.17,327.14,32.6,0.0,3
2023-04-24,Norrbotten County,248620,20,0,0,167,40.73,0.0,9.16,0.0,1
2023-04-24,Kronoberg County,203351,52,0,0,248,19.13,0.0,19.9,0.0,2
2023-04-24,Kalmar County,246352,52,0,0,206,46.06,0.0,17.61,0.0,3
2023-04-24,Jonkoping County,370009,108,566,0,458,119.21,311.06,36.98,0.0,2
2023-04-24,Jamtland County,132839,9,0,0,89,6.46,0.0,6.57,0.0,1
2023-04-24,Halland County,345074,277,755,206698,73152,141.72,1103.33,7236.26,5009.94,4
2023-04-24,Gotland County,60971,8,0,0,39,1.74,0.0,4.67,0.0,0
2023-04-24,Gavleborg County,284558,52,0,0,288,278.89,0.0,25.95,0.0,1
2023-04-24,Dalarna County,286546,70,0,0,272,33.71,0.0,25.22,0.0,0
2023-04-24,Blekinge County,157223,23,0,0,125,28.65,0.0,11.99,0.0,1
2023-05-01,Vastra Gotaland County,1772821,9428,5945,366910,134544,7020.46,17654.66,11876.92,6380.48,22
2023-05-01,Vastmanland County,281158,41,0,0,199,9.84,0.0,15.61,0.0,2
2023-05-01,Vasternorrland County,241458,34,0,0,236,23.0,0.0,17.88,0.0,1
2023-05-01,Vasterbotten County,281138,19,0,0,242,19.36,0.0,18.61,0.0,0
2023-05-01,Varmland County,283384,73,369,0,432,30.58,411.64,30.65,0.0,0
2023-05-01,Uppsala County,407912,70,0,0,403,53.01,0.0,25.42,0.0,2
2023-05-01,Stockholm County,2473307,985,0,0,2169,609.31,0.0,184.53,0.0,5
2023-05-01,Sodermanland County,301542,53,0,0,281,35.19,0.0,21.95,0.0,3
2023-05-01,Skane County,1428626,396,0,0,1675,204.62,0.0,131.81,0.0,4
2023-05-01,Ostergotland County,472446,89,504,0,390,174.13,465.43,28.94,0.0,3
2023-05-01,Orebro County,308375,88,316,0,369,85.62,213.8,30.33,0.0,0
2023-05-01,Norrbotten County,248620,14,0,0,197,2.14,0.0,14.15,0.0,1
2023-05-01,Kronoberg County,203351,61,0,0,244,58.7,0.0,15.17,0.0,1
2023-05-01,Kalmar County,246352,62,0,0,258,47.46,0.0,23.5,0.0,3
2023-05-01,Jonkoping County,370009,77,426,0,495,81.46,553.47,45.44,0.0,0
2023-05-01,Jamtland County,132839,20,0,0,130,22.14,0.0,9.8,0.0,0
2023-05-01,Halland County,345074,275,544,283355,77556,83.02,1010.54,7075.9,7680.37,4
2023-05-01,Gotland County,60971,10,0,0,71,2.49,0.0,5.01,0.0,0
2023-05-01,Gavleborg County,284558,39,0,0,285,64.02,0.0,16.28,0.0,1
2023-05-01,Dalarna County,286546,59,0,0,299,46.31,0.0,20.6,0.0,2
2023-05-01,Blekinge County,157223,27,0,0,154,1.73,0.0,11.17,0.0,1
2023-05-08,Vastra Gotaland County,1772821,9720,3900,417792,95994,10317.72,14679.42,10293.49,6204.74,21
2023-05-08,Vastmanland County,281158,48,0,0,162,39.17,0.0,18.9,0.0,0
2023-05-08,Vasternorrland County,241458,36,0,0,164,9.06,0.0,17.07,0.0,2
2023-05-08,Vasterbotten County,281138,31,0,0,197,83.61,0.0,14.98,0.0,2
2023-05-08,Varmland County,283384,76,121,0,320,94.85,44.94,33.73,0.0,0
2023-05-08,Uppsala County,407912,55,0,0,337,45.78,0.0,32.66,0.0,2
2023-05-08,Stockholm County,2473307,980,0,0,1703,900.24,0.0,175.65,0.0,4
2023-05-08,Sodermanland County,301542,48,0,0,240,16.34,0.0,17.67,0.0,2
2023-05-08,Skane County,1428626,419,0,0,1355,249.4,0.0,130.3,0.0,7
2023-05-08,Ostergotland County,472446,67,137,0,289,44.28,123.28,30.4,0.0,1
2023-05-08,Orebro County,308375,62,64,0,305,50.18,89.26,30.03,0.0,3
2023-05-08,Norrbotten County,248620,18,0,0,149,85.03,0.0,12.06,0.0,0
2023-05-08,Kronoberg County,203351,48,0,0,212,21.22,0.0,18.88,0.0,2
2023-05-08,Kalmar County,246352,51,0,0,207,33.0,0.0,28.92,0.0,0
2023-05-08,Jonkoping County,370009,87,117,0,423,52.82,58.59,43.38,0.0,1
2023-05-08,Jamtland County,132839,13,0,0,152,8.49,0.0,11.38,0.0,1
2023-05-08,Halland County,345074,292,210,284359,74305,102.63,539.43,7069.11,6839.94,5
2023-05-08,Gotland County,60971,4,0,0,17,0.14,0.0,1.14,0.0,0
2023-05-08,Gavleborg County,284558,53,0,0,197,69.43,0.0,12.07,0.0,1
2023-05-08,Dalarna County,286546,56,0,0,197,36.73,0.0,17.0,0.0,2
2023-05-08,Blekinge County,157223,42,0,0,99,53.28,0.0,8.77,0.0,1
2023-05-15,Vastra Gotaland County,1772821,7638,1213036,1122509,567499,7691.89,78465.5,30074.49,41475.65,17
2023-05-15,Vastmanland County,281158,37,2,0,174,20.16,0.17,13.45,0.0,2
2023-05-15,Vasternorrland County,241458,31,0,0,183,1.47,0.0,17.6,0.0,0
2023-05-15,Vasterbotten County,281138,29,4,0,254,17.6,0.25,24.81,0.0,2
2023-05-15,Varmland County,283384,63,135,0,300,127.65,265.99,22.53,0.0,2
2023-05-15,Uppsala County,407912,35,0,0,247,66.77,0.0,18.08,0.0,1
2023-05-15,Stockholm County,2473307,813,33,0,1773,1334.95,2.24,191.15,0.0,6
2023-05-15,Sodermanland County,301542,55,2,0,242,13.6,0.25,20.96,0.0,2
2023-05-15,Skane County,1428626,332,10,0,1199,208.63,0.61,114.38,0.0,6
2023-05-15,Ostergotland County,472446,57,192,0,292,27.8,446.17,26.76,0.0,1
2023-05-15,Orebro County,308375,65,135,0,303,43.98,270.56,41.14,0.0,3
2023-05-15,Norrbotten County,248620,23,1,0,99,56.23,0.07,6.96,0.0,0
2023-05-15,Kronoberg County,203351,46,1,0,172,39.96,0.09,17.3,0.0,2
2023-05-15,Kalmar County,246352,51,3,0,148,18.53,0.4,17.99,0.0,0
2023-05-15,Jonkoping County,370009,83,200,0,412,91.8,84.17,40.94,0.0,1
2023-05-15,Jamtland County,132839,11,0,0,90,0.66,0.0,6.87,0.0,0
2023-05-15,Halland County,345074,183,33108,326277,114306,93.18,2761.42,8617.18,8083.93,4
2023-05-15,Gotland County,60971,7,2,0,58,3.87,0.06,4.77,0.0,0
2023-05-15,Gavleborg County,284558,42,0,0,276,17.69,0.0,27.74,0.0,2
2023-05-15,Dalarna County,286546,45,1,0,199,104.08,0.12,13.14,0.0,1
2023-05-15,Blekinge County,157223,10,1,0,121,6.81,0.07,10.7,0.0,0
2023-05-22,Vastra Gotaland County,1772821,9577,1452402,1144364,462613,8173.78,87454.38,29844.59,40332.61,21
2023-05-22,Vastmanland County,281158,39,1,0,213,7.94,0.05,19.23,0.0,1
2023-05-22,Vasternorrland County,241458,34,0,0,204,2.47,0.0,24.63,0.0,1
2023-05-22,Vasterbotten County,281138,34,0,0,186,8.32,0.0,17.26,0.0,0
2023-05-22,Varmland County,283384,54,120,0,291,74.18,84.22,25.29,0.0,1
2023-05-22,Uppsala County,407912,35,0,0,247,21.27,0.0,24.04,0.0,1
2023-05-22,Stockholm County,2473307,855,13,0,1408,775.14,1.26,163.81,0.0,6
2023-05-22,Sodermanland County,301542,39,1,0,200,15.31,0.09,19.62,0.0,2
2023-05-22,Skane County,1428626,332,9,0,1245,276.01,0.74,139.29,0.0,7
2023-05-22,Ostergotland County,472446,76,223,0,353,26.34,148.33,47.86,0.0,1
2023-05-22,Orebro County,308375,57,115,0,339,25.76,199.16,47.83,0.0,1
2023-05-22,Norrbotten County,248620,17,0,0,105,7.63,0.0,8.29,0.0,0
2023-05-22,Kronoberg County,203351,52,2,0,169,29.01,0.17,17.71,0.0,1
2023-05-22,Kalmar County,246352,45,0,0,140,141.96,0.0,13.06,0.0,2
2023-05-22,Jonkoping County,370009,96,160,0,414,76.5,466.61,38.73,0.0,1
2023-05-22,Jamtland County,132839,20,0,0,67,1.11,0.0,6.47,0.0,0
2023-05-22,Halland County,345074,280,38041,305904,99852,278.5,2324.33,8556.31,7364.3,5
2023-05-22,Gotland County,60971,15,0,0,88,14.61,0.0,7.74,0.0,0
2023-05-22,Gavleborg County,284558,45,0,0,236,10.92,0.0,26.95,0.0,1
2023-05-22,Dalarna County,286546,55,4,0,200,8.98,0.21,19.78,0.0,1
2023-05-22,Blekinge County,157223,28,1,0,167,11.54,0.07,13.06,0.0,2
2023-05-29,Vastra Gotaland County,1772821,7729,406539,843305,379275,8804.74,30580.71,19197.05,25815.23,22
2023-05-29,Vastmanland County,281158,48,0,0,1218,37.5,0.0,68.61,0.0,0
2023-05-29,Vasternorrland County,241458,23,0,0,359,29.36,0.0,23.07,0.0,1
2023-05-29,Vasterbotten County,281138,39,0,0,339,64.98,0.0,22.01,0.0,1
2023-05-29,Varmland County,283384,66,102,0,5512,26.74,239.02,253.79,0.0,0
2023-05-29,Uppsala County,407912,68,0,0,1301,106.83,0.0,72.85,0.0,3
2023-05-29,Stockholm County,2473307,939,0,0,15119,871.74,0.0,801.78,0.0,3
2023-05-29,Sodermanland County,301542,62,1,0,1292,58.5,0.06,71.72,0.0,1
2023-05-29,Skane County,1428626,344,0,0,14169,137.82,0.0,710.86,0.0,8
2023-05-29,Ostergotland County,472446,84,182,0,2217,70.77,452.18,125.54,0.0,1
2023-05-29,Orebro County,308375,69,97,0,3104,34.88,68.54,158.48,0.0,1
2023-05-29,Norrbotten County,248620,31,0,0,440,4.11,0.0,25.52,0.0,1
2023-05-29,Kronoberg County,203351,64,0,0,1947,193.95,0.0,97.07,0.0,2
2023-05-29,Kalmar County,246352,52,0,0,1761,120.43,0.0,95.34,0.0,0
2023-05-29,Jonkoping County,370009,77,131,0,7125,36.09,400.68,337.46,0.0,2
2023-05-29,Jamtland County,132839,16,0,0,245,41.79,0.0,16.23,0.0,0
2023-05-29,Halland County,345074,235,12685,303778,97302,172.2,795.0,6968.57,7196.13,2
2023-05-29,Gotland County,60971,4,0,0,299,0.35,0.0,15.24,0.0,0
2023-05-29,Gavleborg County,284558,44,0,0,680,28.17,0.0,42.19,0.0,0
2023-05-29,Dalarna County,286546,60,0,0,1707,80.18,0.0,82.37,0.0,0
2023-05-29,Blekinge County,157223,14,0,0,1461,0.57,0.0,68.71,0.0,2
2023-06-05,Vastra Gotaland County,1772821,6842,7710,578321,80437,5344.62,24183.38,7674.38,10680.83,20
2023-06-05,Vastmanland County,281158,32,0,0,131,12.13,0.0,10.24,0.0,1
2023-06-05,Vasternorrland County,241458,22,0,0,123,9.92,0.0,12.3,0.0,1
2023-06-05,Vasterbotten County,281138,18,0,0,124,11.93,0.0,8.55,0.0,1
2023-06-05,Varmland County,283384,84,149,0,284,38.34,192.71,24.4,0.0,3
2023-06-05,Uppsala County,407912,49,0,0,172,4.86,0.0,14.3,0.0,0
2023-06-05,Stockholm County,2473307,808,0,0,1142,505.88,0.0,138.34,0.0,2
2023-06-05,Sodermanland County,301542,53,0,0,217,12.3,0.0,20.12,0.0,2
2023-06-05,Skane County,1428626,357,0,0,997,262.68,0.0,97.0,0.0,6
2023-06-05,Ostergotland County,472446,63,291,0,414,37.6,574.41,39.41,0.0,1
2023-06-05,Orebro County,308375,62,194,0,268,62.92,93.61,26.89,0.0,0
2023-06-05,Norrbotten County,248620,13,0,0,90,1.22,0.0,7.48,0.0,0
2023-06-05,Kronoberg County,203351,49,0,0,170,31.04,0.0,12.77,0.0,1
2023-06-05,Kalmar County,246352,57,0,0,166,87.72,0.0,15.15,0.0,0
2023-06-05,Jonkoping County,370009,88,295,0,316,128.28,736.17,25.48,0.0,2
2023-06-05,Jamtland County,132839,10,0,0,64,10.09,0.0,10.53,0.0,1
2023-06-05,Halland County,345074,274,530,356138,65955,153.81,593.17,4891.2,7614.09,3
2023-06-05,Gotland County,60971,2,0,0,33,0.53,0.0,2.14,0.0,0
2023-06-05,Gavleborg County,284558,48,0,0,153,21.56,0.0,14.14,0.0,0
2023-06-05,Dalarna County,286546,69,0,0,155,53.22,0.0,12.38,0.0,0
2023-06-05,Blekinge County,157223,33,0,0,141,12.53,0.0,12.21,0.0,1
2023-06-12,Vastra Gotaland County,1772821,6416,8916,524849,123247,5468.55,24840.43,10968.43,10129.97,24
2023-06-12,Vastmanland County,281158,29,0,0,43,17.65,0.0,2.58,0.0,2
2023-06-12,Vasternorrland County,241458,24,0,0,56,22.07,0.0,6.18,0.0,2
2023-06-12,Vasterbotten County,281138,17,0,0,39,2.32,0.0,2.08,0.0,1
2023-06-12,Varmland County,283384,74,217,0,87,49.24,251.76,5.81,0.0,0
2023-06-12,Uppsala County,407912,56,0,0,88,31.98,0.0,6.5,0.0,2
2023-06-12,Stockholm County,2473307,805,0,0,470,722.73,0.0,51.05,0.0,4
2023-06-12,Sodermanland County,301542,44,0,0,70,10.62,0.0,7.21,0.0,4
2023-06-12,Skane County,1428626,306,0,0,390,397.63,0.0,38.85,0.0,5
2023-06-12,Ostergotland County,472446,92,319,0,122,49.12,538.24,9.69,0.0,2
2023-06-12,Orebro County,308375,51,190,0,96,30.32,166.63,9.12,0.0,3
2023-06-12,Norrbotten County,248620,23,0,0,28,6.96,0.0,1.76,0.0,0
2023-06-12,Kronoberg County,203351,52,0,0,44,37.78,0.0,5.61,0.0,0
2023-06-12,Kalmar County,246352,51,0,0,77,45.57,0.0,7.51,0.0,1
2023-06-12,Jonkoping County,370009,88,250,0,135,110.14,642.19,13.28,0.0,3
2023-06-12,Jamtland County,132839,14,0,0,23,10.26,0.0,2.7,0.0,1
2023-06-12,Halland County,345074,221,559,274740,101899,148.14,1034.95,7771.07,7064.51,7
2023-06-12,Gotland County,60971,13,0,0,7,51.46,0.0,0.25,0.0,0
2023-06-12,Gavleborg County,284558,44,0,0,84,17.21,0.0,6.5,0.0,0
